slug,name_zh,name_en,desc_zh,desc_en,category,category_zh,category_en,url,detail_url,tags,monthly_visits
"monkeycode","MonkeyCode","MonkeyCode","在线 AI 编程平台，官方称不限额度免费使用，自带云端开发环境与终端、文件管理、端口预览，并把项目、需求与 Git Review 串在同一条链路里。","","code","代码编程与辅助","Coding Assistants","https://monkeycode-ai.com","https://topxai.cn/ai/monkeycode","AI编程 / 云端开发 / 代码审查",""
"openai-codex","OpenAI Codex","OpenAI Codex","OpenAI 面向代码场景的能力与开发文档入口，开发者可从这里创建 API Key、安装 SDK 跑通首次调用，并了解智能体构建与多模态模型选型。","OpenAI's entry point for coding work and developer documentation: create API keys, install SDKs and make a first call, and learn about building agents and choosing multimodal models.","code","代码编程与辅助","Coding Assistants","https://platform.openai.com/docs/guides/code/","https://topxai.cn/ai/openai-codex","编程 / OpenAI / API","15890000"
"opencode","OpenCode","OpenCode","OpenCode 是开源 AI 编程代理，可在终端、IDE 与桌面端写代码，支持 LSP、多会话并行与 75+ 模型，隐私优先不存储代码。","Open-source AI coding agent that works in the terminal, IDE and desktop, supporting LSP, parallel sessions and 75+ models, and storing no code for privacy.","code","代码编程与辅助","Coding Assistants","https://opencode.ai/","https://topxai.cn/ai/opencode","终端Agent / 开源 / 多模型","16749181"
"phoenix","Phoenix","Phoenix","Phoenix 是 Arize 开源的 Agent 开发与评估平台：可视化每一步调用、用实验证明改动有效，一条命令本地启动，可自托管，让 Agent 质量提升有据可依。","Arize's open-source agent development and evaluation platform: visualise every call, prove changes work through experiments, and run it locally with one command or self-host it.","code","代码编程与辅助","Coding Assistants","https://phoenix.arize.com/","https://topxai.cn/ai/phoenix","开源 / 可观测 / 追踪","2610"
"portkey","Portkey","Portkey","面向生成式 AI 的生产级平台，以 AI 网关统一接入多家模型，配套可观测性、护栏、治理与提示词管理，现已更名为 PRISMA AIRS AI Gateway。","Production platform for generative AI that unifies model providers behind an AI gateway with observability, guardrails, governance and prompt management. Now renamed PRISMA AIRS AI Gateway.","code","代码编程与辅助","Coding Assistants","https://portkey.ai/","https://topxai.cn/ai/portkey","LLMOps / 网关 / 可观测性","226230"
"qmuse","QMuse","QMuse","AI 应用创作与发布平台，官方描述为通过自然语言与 AI 协作创建可运行的网页应用，支持持续编辑、预览、发布与分享，并提供创作 IDE、数字分身与技能中心。","","code","代码编程与辅助","Coding Assistants","https://www.qmuse.cn","https://topxai.cn/ai/qmuse","AI应用生成 / 无代码 / 团队协作",""
"qoder-cn","Qoder CN","Qoder CN","阿里云推出的 AI 编程智能体（原「通义灵码」，2026 年 5 月正式更名），官方称提供代码智能生成、研发智能问答、多文件修改与编程智能体等能力，支持多种国产大模型自由切换。","Alibaba Cloud's AI coding agent (formerly Tongyi Lingma, renamed in May 2026), offering code generation, development Q&A, multi-file edits and agent workflows, with free switching between several domestic models.","code","代码编程与辅助","Coding Assistants","https://lingma.aliyun.com/","https://topxai.cn/ai/qoder-cn","AI编程 / 编程智能体 / 国产合规","37590"
"qodo","Qodo","Qodo","面向代码审查的 AI 平台，提供跨仓库上下文与 15 种以上智能体工作流，覆盖 IDE、PR 与安全场景，把团队规范变成可执行的治理规则。","AI platform for code review with cross-repository context and 15+ agent workflows spanning the IDE, pull requests and security, turning team standards into enforceable governance rules.","code","代码编程与辅助","Coding Assistants","https://www.qodo.ai/","https://topxai.cn/ai/qodo","代码审查 / 质量 / 智能体","224550"
"raccoon","代码小浣熊","SenseTime Raccoon","商汤推出的AI代码助手，支持单行与整段补全、注释生成代码、多轮对话以及单元测试和部署脚本生成，兼容VS Code与JetBrains系列等IDE，提供免费版与私有化部署。","SenseTime's AI coding assistant with line and block completion, comment-to-code, multi-turn chat, and generation of unit tests and deployment scripts. Compatible with VS Code and JetBrains IDEs; free tier and private deployment.","code","代码编程与辅助","Coding Assistants","https://www.xiaohuanxiong.com/code","https://topxai.cn/ai/raccoon","代码助手 / 单元测试 / 商汤","7481096"
"replit","Replit","Replit","Replit 是云端 IDE 与 AI 应用构建平台，浏览器里用 Replit Agent 对话式生成并部署全栈应用，内置认证、数据库、托管与集成，适合从原型到上线。","Cloud IDE and AI app building platform: use Replit Agent in the browser to generate and deploy full-stack apps conversationally, with auth, database, hosting and integrations built in.","code","代码编程与辅助","Coding Assistants","https://replit.com/","https://topxai.cn/ai/replit","云端IDE / 在线开发 / AI编程","11897715"
"repomix","Repomix","Repomix","把整个代码库打包成 AI 友好格式的开源工具，支持本地与远程仓库，可输出 XML、Markdown、JSON 或纯文本，内置 token 计数、压缩与安全过滤。","Open-source tool that packs an entire codebase into an AI-friendly format — local or remote repos, output as XML, Markdown, JSON or plain text, with token counting, compression and security filtering.","code","代码编程与辅助","Coding Assistants","https://repomix.com/","https://topxai.cn/ai/repomix","开源 / 代码库 / 打包","77680"
"tabnine","tabnine","Tabnine","主打代码隐私与合规的企业级 AI 代码助手，提供补全与智能体能力，通过企业上下文引擎在自有环境中可控部署，已被 Tricentis 收购。","Enterprise AI code assistant built around code privacy and compliance, with completion and agent capabilities deployed under your control through an enterprise context engine. Acquired by Tricentis.","code","代码编程与辅助","Coding Assistants","https://www.tabnine.com/","https://topxai.cn/ai/tabnine","代码补全 / 隐私 / 企业","131150"
"traecode","TraeCode","TraeCode","字节跳动 TRAE 旗下的 AI 编程 IDE，官方称提供 IDE 与 SOLO 双重开发模式，内置可接管任务并调度工具的 Coding Agent，支持自定义智能体与 MCP。","ByteDance's AI coding IDE under TRAE, offering both IDE and SOLO development modes with a coding agent that takes over tasks and orchestrates tools, plus custom agents and MCP support.","code","代码编程与辅助","Coding Assistants","https://www.trae.cn/traecode","https://topxai.cn/ai/traecode","AI编程 / AI IDE / Coding Agent","4769703"
"unsloth","Unsloth","Unsloth","开源的本地 AI 工作台，桌面端即可下载模型对话，无代码微调模型，还能本地生成与编辑图像视频，并可把编码智能体接到自己的 GPU。","Open-source local AI workbench: download and chat with models on the desktop, fine-tune without writing code, generate and edit images and video locally, and attach coding agents to your own GPU.","code","代码编程与辅助","Coding Assistants","https://unsloth.ai/","https://topxai.cn/ai/unsloth","开源 / 本地部署 / 微调","1530000"
"v0","v0","v0","Vercel 出品的 AI 构建平台，用提示词直出可上生产的全栈 Web 应用，支持设计模式微调、仓库同步与一键部署，还能在手机端创作与发布。","Vercel's AI building platform that turns prompts into production-ready full-stack web apps, with design-mode refinement, repo sync and one-click deployment — including authoring and publishing from your phone.","code","代码编程与辅助","Coding Assistants","https://v0.dev/","https://topxai.cn/ai/v0","UI生成 / React / 全栈","220380"
"vanna-ai","Vanna.ai","Vanna.ai","开源 SQL 智能体框架，让不懂 SQL 的用户用自然语言查询公司各业务系统，内置用户级权限、配额管理、现成 UI 组件，支持多数据库与多轮对话。","Open-source SQL agent framework that lets non-SQL users query business systems in natural language, with per-user permissions, quota management and ready-made UI components across multiple databases.","code","代码编程与辅助","Coding Assistants","https://vanna.ai/","https://topxai.cn/ai/vanna-ai","开源 / SQL / 智能体","25740"
"whacka","Whacka","Whacka","面向非开发者的 AI 应用生成平台，官方口号是 Say it. Ship it. Use it.，用一句话描述需求即可生成带登录、数据库、支付与推送的应用并即时托管上线。","","code","代码编程与辅助","Coding Assistants","https://whacka.app","https://topxai.cn/ai/whacka","无代码 / 应用生成 / AI建站",""
"windsurf","Windsurf","Windsurf","原 Windsurf AI 编辑器，现已并入 Cognition 的 Devin 体系，官网指向 Devin Desktop，可在统一界面调度本地与云端的多个编码智能体。","The former Windsurf AI editor, now folded into Cognition's Devin family and pointing to Devin Desktop, where multiple coding agents run locally and in the cloud from a single interface.","code","代码编程与辅助","Coding Assistants","https://windsurf.com/","https://topxai.cn/ai/windsurf","IDE / 编程 / 智能体","651020"
"wren-ai","Wren AI","Wren AI","开源核心的生成式 BI 智能体，用语义层（MDL）把自然语言转成 SQL，商业版与开源版跑同一上下文引擎，支持云端、VPC 与气隙部署。","Open-core generative BI agent that translates natural language into SQL through a semantic layer (MDL). Commercial and open-source editions share one context engine, deployable to cloud, VPC or air-gapped environments.","code","代码编程与辅助","Coding Assistants","https://www.getwren.ai/oss","https://topxai.cn/ai/wren-ai","开源 / Text-to-SQL / BI","36620"
"zed","Zed","Zed","Zed 是 Atom 与 Tree-sitter 作者打造的高性能多人代码编辑器，用 Rust 编写、支持 AI 代理并行编辑与内联助手，可团队实时协作，适合追求速度与协作开发者。","High-performance multiplayer code editor from the authors of Atom and Tree-sitter, written in Rust with parallel AI agent edits and an inline assistant, built for developers who care about speed and collaboration.","code","代码编程与辅助","Coding Assistants","https://zed.dev/","https://topxai.cn/ai/zed","代码编辑器 / 高性能 / AI协作","1292786"
"arcsoft-ai","虹软视觉开放平台","ArcSoft Vision","虹软推出的视觉AI算法开放平台，以免费人脸识别SDK为核心，提供人脸检测、比对、查找、活体检测与大面积遮挡识别等能力，支持终端与服务器部署，面向门禁考勤场景。","ArcSoft's vision AI platform, centred on a free face recognition SDK with detection, comparison, search, liveness detection and heavy-occlusion recognition, deployable on device or server for access control and attendance.","image-recog","图像识别与分析","Image Recognition & Analysis","https://ai.arcsoft.com.cn/","https://topxai.cn/ai/arcsoft-ai","人脸识别SDK / 离线算法 / 免费","14293"
"baidu-image-recognition","百度智能云图像识别","Baidu AI Cloud Image Recognition","百度智能云的图像识别 API 服务，支持 10 万种物体与场景识别，开放动物、植物、花卉、菜品、Logo、车辆定损等专项能力。","Baidu AI Cloud's image recognition API, recognising 100,000 object and scene types with dedicated models for animals, plants, flowers, dishes, logos and vehicle damage assessment.","image-recog","图像识别与分析","Image Recognition & Analysis","https://cloud.baidu.com/product/imagerecognition","https://topxai.cn/ai/baidu-image-recognition","图像识别 / API / 企业","1110000"
"bigjpg","BigJPG","BigJPG","使用深度卷积神经网络（CNN）做图片无损放大的工具，官方称最高可放大 16 倍并智能降噪，针对插画与照片分别优化，重建线条与细节而非拉伸像素，另提供客户端、API 与老照片修复。","AI image upscaling with deep convolutional neural networks: up to 16x with smart denoising, separately tuned for illustrations and photos, rebuilding lines and detail rather than stretching pixels. Desktop app, API and old photo restoration.","image-recog","图像识别与分析","Image Recognition & Analysis","https://bigjpg.com/","https://topxai.cn/ai/bigjpg","图片放大 / 降噪 / 动漫图片","1539923"
"clipdrop","Clipdrop","Clipdrop","AI 图像编辑工具集，几秒钟完成抠图、去物体、放大、扩图、替换背景与文字擦除，支持各平台尺寸适配，并提供 API 供开发者快速集成进产品。","AI image editing toolkit that cuts out, removes objects, upscales, outpaints, swaps backgrounds and erases text in seconds, with platform-ready sizes and an API for developers.","image-recog","图像识别与分析","Image Recognition & Analysis","https://clipdrop.co/","https://topxai.cn/ai/clipdrop","图像识别 / 修图 / AI抠图","570070"
"cutout-pro","Cutout.pro","Cutout.pro","AI 图像编辑与视频生成平台，提供去背景、人像抠图、消除物体、画质增强、上色与图生视频，聚合 Nano Banana Pro、Seedream 等模型，并提供独立 API。","AI image editing and video generation platform with background removal, portrait cutout, object eraser, upscaling, colorisation and image-to-video, aggregating models such as Nano Banana Pro and Seedream with a standalone API.","image-recog","图像识别与分析","Image Recognition & Analysis","https://www.cutout.pro/","https://topxai.cn/ai/cutout-pro","AI抠图 / 图像增强 / 批量处理","8733212"
"deep-image","Deep-Image.ai","Deep-Image.ai","Deep-Image.ai 是偏电商与印刷的 AI 图像增强平台，官网称支持生成式超分、最高 4 倍放大、单次最多 50 张批量处理，并提供 API 与 Zapier 集成。","AI image enhancement platform leaning toward e-commerce and print, supporting generative super-resolution, up to 4x enlargement and batches of 50 images at a time, with an API and Zapier integration.","image-recog","图像识别与分析","Image Recognition & Analysis","https://deep-image.ai/","https://topxai.cn/ai/deep-image","画质增强 / 批量处理 / API","286585"
"face","Face++","Face++","旷视推出的计算机视觉开放平台，提供人脸检测比对搜索、活体检测、人像处理、文字识别与图像识别等API和SDK，支持公有云调用与离线部署，面向金融营销教育等行业。","Megvii's computer vision platform offering APIs and SDKs for face detection, comparison and search, liveness detection, portrait processing, OCR and image recognition, available on public cloud or offline.","image-recog","图像识别与分析","Image Recognition & Analysis","https://www.faceplusplus.com.cn/","https://topxai.cn/ai/face","人脸识别 / 活体检测 / 开放平台","12614"
"hive-moderation","Hive Moderation","Hive Moderation","Hive 是提供内容理解 API 的 AI 平台，官网列出视觉、文本与音频审核、AI 生成图像与视频识别、OCR 与商标名人识别等模型，按调用量计费。","Hive provides content understanding APIs, with models for visual, text and audio moderation, AI-generated image and video detection, OCR, and trademark or celebrity recognition, billed by usage.","image-recog","图像识别与分析","Image Recognition & Analysis","https://thehive.ai/","https://topxai.cn/ai/hive-moderation","内容审核 / AI生成检测 / API","279649"
"img2go","IMG2GO","IMG2GO","浏览器里的在线图片编辑与转换工具集，提供压缩、改尺寸、裁剪、去背景、AI 修图、AI 上色与 AI 放大等 28 个应用，支持 JPG、PNG、WEBP、PDF 等格式互转。","Online image editing and conversion toolkit in the browser: 28 apps covering compression, resizing, cropping, background removal, AI retouching, colourisation and upscaling, converting between JPG, PNG, WEBP and PDF.","image-recog","图像识别与分析","Image Recognition & Analysis","https://www.img2go.com/","https://topxai.cn/ai/img2go","图片编辑 / 格式转换 / 图像增强","2062322"
"imglarger","ImgLarger","ImgLarger","ImgLarger 是在线 AI 图片放大与增强工具站，官网称可放大至 8 倍并提供超分，另有扩图、锐化、去背景与老照片修复，注册每月送 100 积分。","Online AI upscaling and enhancement site offering up to 8x enlargement with super-resolution, plus outpainting, sharpening, background removal and old photo restoration. 100 credits a month on signup.","image-recog","图像识别与分析","Image Recognition & Analysis","https://imglarger.com/","https://topxai.cn/ai/imglarger","图片放大 / 画质增强 / 去噪","356079"
"ishumei","数美科技","Ishumei","数美科技的内容安全与业务风控平台，提供文本、图片、音频、视频等多模态内容检测，并覆盖注册登录保护、营销风控与大模型安全围栏，面向直播社交电商与出海业务。","Content safety and risk control platform covering text, image, audio and video moderation, plus registration and login protection, marketing risk control and LLM guardrails for live streaming, social, e-commerce and overseas businesses.","image-recog","图像识别与分析","Image Recognition & Analysis","https://www.ishumei.com/","https://topxai.cn/ai/ishumei","内容安全 / 业务风控 / 大模型安全","87212"
"landing-ai","Landing AI","Landing AI","Landing AI 现主推企业文档处理平台，官方称 ADE 可把任意文档转成可审计的结构化数据，结果带页码坐标引用与置信度，支持云端或私有化部署。","Enterprise document processing platform: its ADE turns any document into auditable structured data with page-level coordinate citations and confidence scores, deployable to cloud or on-premise.","image-recog","图像识别与分析","Image Recognition & Analysis","https://landing.ai/","https://topxai.cn/ai/landing-ai","视觉AI / 缺陷检测 / 企业视觉","54018"
"letsenhance","Let's Enhance","Let's Enhance","在线 AI 画质增强与放大工具，提供补正、放大与修复三类处理，官方称最高放大 16 倍、支持 512MP 与 300DPI 输出，另有 API 与电商方案 Claid.ai。","Online AI upscaling and enhancement tool with correction, enlargement and restoration modes, output up to 16x, 512MP and 300DPI, plus an API and an e-commerce offering called Claid.ai.","image-recog","图像识别与分析","Image Recognition & Analysis","https://letsenhance.io/","https://topxai.cn/ai/letsenhance","画质增强 / 图片放大 / 色彩修复","967507"
"mathpix","Mathpix","Mathpix","Mathpix 是面向科研的文档转换平台，官网称可把 PDF 和图片转成 LaTeX、Word、Excel 与 ChemDraw，覆盖公式、手写与表格，提供 OCR API。","Research document conversion platform that turns PDFs and images into LaTeX, Word, Excel and ChemDraw, covering formulas, handwriting and tables, with an OCR API.","image-recog","图像识别与分析","Image Recognition & Analysis","https://mathpix.com/","https://topxai.cn/ai/mathpix","公式识别 / 截图转LaTeX / 文档转换","283953"
"pebblely","Pebblely","Pebblely","Pebblely 是面向电商的 AI 商品图生成工具，官网称无需 Photoshop 即可把一张商品图变成多种营销素材，提供 100+ 模板与批量生成。","E-commerce AI product image generator that turns one product photo into a range of marketing assets without Photoshop, with 100+ templates and batch generation.","image-recog","图像识别与分析","Image Recognition & Analysis","https://pebblely.com/","https://topxai.cn/ai/pebblely","商品图 / 背景生成 / 电商设计","89448"
"pixelcut","Pixelcut","Pixelcut","面向创作者、品牌与商家的在线 AI 视觉工具，官网称 7000 万人在用。提供图像与视频去背景、最高 16 倍放大、扩图、生成式修图与阴影，支持批量编辑、品牌素材一致性与 API。","Online AI visual tools for creators, brands and merchants, used by 70M people: background removal for images and video, up to 16x upscaling, outpainting, generative retouching and shadows, with batch editing and an API.","image-recog","图像识别与分析","Image Recognition & Analysis","https://www.pixelcut.ai/","https://topxai.cn/ai/pixelcut","AI抠图 / 商品图 / 背景去除","10158463"
"roboflow","Roboflow","Roboflow","面向开发者与企业的计算机视觉平台，覆盖数据管理、标注、训练到云端与边缘部署，官方称超 100 万工程师在用，配套 Inference、supervision 等开源库。","Computer vision platform for developers and enterprises covering data management, labelling, training and cloud or edge deployment, used by 1M+ engineers, with open-source libraries including Inference and supervision.","image-recog","图像识别与分析","Image Recognition & Analysis","https://roboflow.com/","https://topxai.cn/ai/roboflow","计算机视觉 / 数据标注 / 模型训练","1372616"
"sightengine","Sightengine","Sightengine","面向平台方的内容审核与图像分析 API，覆盖图片、视频、文本与音频审核，可识别 AI 生成内容与深伪、做重复检测与头像校验，官方称提供每月 2000 次操作的免费额度。","Content moderation and image analysis API for platforms, covering image, video, text and audio moderation, AI-generated content and deepfake detection, duplicate detection and avatar verification. 2000 free operations a month.","image-recog","图像识别与分析","Image Recognition & Analysis","https://sightengine.com/","https://topxai.cn/ai/sightengine","内容审核 / 图像识别 / API","849419"
"textin","TextIn","TextIn","合合信息旗下的智能文档处理平台，可把PDF、Office与扫描件解析为结构化数据，提供表格公式识别、单据审核流转以及图像增强、去水印等能力，面向企业文档自动化。","Intelligent document processing platform from Intsig that parses PDFs, Office files and scans into structured data, with table and formula recognition, document review workflows, image enhancement and watermark removal.","image-recog","图像识别与分析","Image Recognition & Analysis","https://www.textin.com/","https://topxai.cn/ai/textin","文档解析 / OCR / 企业自动化","59541"
"tupu","图普科技","Tupu Tech","图普科技的人工智能应用平台，提供图片、视频、音频与文本的内容审核能力，并延伸出客流统计、货架审计等零售视觉方案以及人脸识别、安全帽识别等安防通行能力。","AI application platform offering image, video, audio and text moderation, extending into retail vision such as footfall counting and shelf auditing, plus face recognition and safety helmet detection for security and access.","image-recog","图像识别与分析","Image Recognition & Analysis","https://www.tuputech.com/","https://topxai.cn/ai/tupu","内容审核 / 智慧零售 / 视觉识别","16815"
"ultralytics","Ultralytics","Ultralytics","Ultralytics 是 YOLO 系列视觉模型的开源团队，官方称可一站完成标注、训练与部署，支持 YOLOv5 到 YOLO26，覆盖检测、分割与姿态，闭源商用需企业许可。","The open-source team behind the YOLO vision model series, covering labelling, training and deployment for YOLOv5 through YOLO26 across detection, segmentation and pose estimation. Closed-source commercial use requires an enterprise licence.","image-recog","图像识别与分析","Image Recognition & Analysis","https://www.ultralytics.com/","https://topxai.cn/ai/ultralytics","YOLO / 目标检测 / 模型训练","745199"
"upscale-media","Upscale.media","Upscale.media","在线 AI 图片放大与增强工具，官方称可放大至 2 倍或 4 倍而不丢失纹理细节，注册即送前 3 个积分。另提供锐化、去模糊、去雾霾、人脸修复、老照片上色，以及批量转换与 API。","Online AI image upscaling and enhancement tool that enlarges 2x or 4x without losing texture detail, with the first three credits free. Also sharpening, deblurring, dehazing, face restoration, old photo colourisation, batch conversion and an API.","image-recog","图像识别与分析","Image Recognition & Analysis","https://www.upscale.media/","https://topxai.cn/ai/upscale-media","图片放大 / 画质增强 / AI超分","3276466"
"vanceai","VanceAI","VanceAI","VanceAI 提供网页端与 Windows 桌面端的 AI 图像视频处理工具集，官方列出放大、锐化、降噪、去背景与老照片修复等模型，支持批量与本地离线处理。","AI image and video processing toolkit for web and Windows desktop, with models for upscaling, sharpening, denoising, background removal and old photo restoration, supporting batches and offline local processing.","image-recog","图像识别与分析","Image Recognition & Analysis","https://vanceai.com/","https://topxai.cn/ai/vanceai","画质增强 / 老照片修复 / 图片放大","563756"
"vmake","Vmake","Vmake","面向社媒电商的 AI 视频工作台，一张商品图即可生成 TikTok、Reels 风格的 UGC 视频，集成水印去除、视频增强、AI 数字人与翻译配音，官方称提供免费额度。","AI video workbench for social commerce: turn one product photo into TikTok or Reels-style UGC video, with watermark removal, video enhancement, AI avatars and translation dubbing. Free tier available.","image-recog","图像识别与分析","Image Recognition & Analysis","https://vmake.ai/","https://topxai.cn/ai/vmake","商品视频 / AI短视频 / 水印去除","2640598"
"alpha-sense","AlphaSense","AlphaSense","AlphaSense 是面向金融与企业决策的 AI 市场情报平台，官方称收录 5 亿多份研报、公司文件与专家访谈文档，用生成式 AI 做检索与合成，支持接入企业内部资料。","AI market intelligence platform for financial and corporate decision-making, with 500M+ research reports, filings and expert interview documents that generative AI can search and synthesise, alongside your internal content.","biz-research","商业研究","Business Research","https://www.alpha-sense.com/","https://topxai.cn/ai/alpha-sense","市场情报 / 研报检索 / AI搜索","842465"
"biaoda","表答","表答","表答是面向内容与电商团队的爆款对标研究智能体，官方称可实时采集小红书、抖音、微博等平台数据，拆解钩子、台本与分镜并生成仿写模板，还提供跨境爆款商品与新闻资讯模板。","","biz-research","商业研究","Business Research","https://biaoda.me","https://topxai.cn/ai/biaoda","爆款分析 / 竞品研究 / 内容运营",""
"chanmama","蝉妈妈","Chanmama","蝉妈妈是电商洞察平台，为品牌、商家、达人与 MCN 提供抖音数据分析，覆盖找达人、找商品、找直播，并有蝉管家做直播运营管理。","E-commerce insight platform giving brands, merchants, creators and MCNs Douyin analytics — finding creators, products and live streams — plus a companion tool for live-stream operations management.","biz-research","商业研究","Business Research","https://www.chanmama.com/","https://topxai.cn/ai/chanmama","电商数据 / 达人筛选 / 直播复盘","338856"
"datastory","数说故事","DataStory","数说故事是原生 AI 科技公司，自研 SocialGPT 与 EnlightAI 多智能体系统，把市场信息转化为洞察与增长方案，覆盖洞察、营销与销售。","An AI-native company whose in-house SocialGPT and EnlightAI multi-agent systems turn market information into insight and growth plans across insight, marketing and sales.","biz-research","商业研究","Business Research","https://www.datastory.com.cn/","https://topxai.cn/ai/datastory","社媒洞察 / 多智能体 / 消费研究","40831"
"feigua","飞瓜数据","Feigua Data","飞瓜数据提供短视频与直播电商数据分析，覆盖抖音、快手与 B 站，包含选品、达人筛选、广告投放、营销舆情与达人分销管理工具，面向品牌与达人团队。","Short-video and live-commerce data analytics covering Douyin, Kuaishou and Bilibili, with product selection, creator screening, ad placement, sentiment monitoring and creator distribution management.","biz-research","商业研究","Business Research","https://www.feigua.cn/","https://topxai.cn/ai/feigua","电商数据 / 直播分析 / 广告投放","245073"
"gsdata","清博智能","Qingbo Intelligence","清博智能是人工智能与大数据科技企业，业务覆盖大模型与智能体、智库报告、指数榜单、数字人与视频营销，服务品牌、政务与媒体传播场景。","An AI and big-data company whose business spans large models and agents, think-tank reports, index rankings, digital humans and video marketing for brands, government and media.","biz-research","商业研究","Business Research","https://www.gsdata.cn/","https://topxai.cn/ai/gsdata","舆情大数据 / 指数榜单 / 融媒体","109191"
"mktindex","魔镜洞察","MktIndex","魔镜洞察是在线零售市场的 AI 分析师，基于电商与社媒数据做市场研究、竞品分析、消费者洞察与产品创新，并提供出海市场洞察，适合品牌方与电商运营团队。","AI analyst for online retail markets, using e-commerce and social data for market research, competitor analysis, consumer insight and product innovation, plus overseas market insight for brands and e-commerce teams.","biz-research","商业研究","Business Research","https://home.mktindex.com/","https://topxai.cn/ai/mktindex","电商洞察 / 消费者研究 / 选品创新",""
"newrank","新榜AI","Newrank","新榜是内容产业服务平台，提供新媒体数据、榜单与矩阵管理，并推出矩阵通、声量通与 GEO 数智，用于社媒监测与 AI 搜索优化，官方称覆盖新媒体内容与品牌营销场景。","Content industry service platform offering new-media data, rankings and matrix management, with social monitoring and AI-search optimisation products for new-media content and brand marketing.","biz-research","商业研究","Business Research","https://www.newrank.cn/","https://topxai.cn/ai/newrank","内容数据 / GEO监测 / 品牌声量","322615"
"qcc-agent","企查查智能体平台","Qichacha Agent Platform","企查查面向 AI 智能体的企业数据平台，通过 MCP 接入主流 AI 工具，提供企业工商、风险、知产与经营数据工具，用于尽调与商业情报。","Enterprise data platform built for AI agents: connect through MCP to mainstream AI tools and query company registration, risk, IP and operating data for due diligence and business intelligence.","biz-research","商业研究","Business Research","https://agent.qcc.com/","https://topxai.cn/ai/qcc-agent","企业数据 / MCP / 尽职调查","111215"
"qiangua","千瓜数据","Qiangua Data","千瓜数据定位种草营销数据服务专家，围绕小红书提供市场研究、品类洞察、品牌解析、达人管理、笔记创作与投放全链路管理，并推出 AI 营销数据产品。","Data service specialist for seeded marketing on Xiaohongshu, covering market research, category insight, brand analysis, creator management, note creation and full-funnel campaign management, plus AI marketing data products.","biz-research","商业研究","Business Research","https://www.qian-gua.com/","https://topxai.cn/ai/qiangua","小红书 / 种草营销 / 达人管理","81048"
"similarweb","Similarweb","Similarweb","数字数据与市场情报平台，官网称覆盖网站与应用流量、竞品对比、AI 搜索可见度、广告与电商等维度，并提供 Web、App、AI Search 等情报产品与 API 数据服务。","Digital data and market intelligence platform covering website and app traffic, competitor benchmarking, AI search visibility, advertising and e-commerce, with web, app and AI search intelligence products and API data services.","biz-research","商业研究","Business Research","https://www.similarweb.com/","https://topxai.cn/ai/similarweb","流量分析 / 竞品研究 / 网站数据","7041140"
"wenge-ai","中科闻歌","中科闻歌","中国科学院自动化所团队创立的企业级 AI 服务商，官方定位「不止于模型，从数据到决策」。以自研雅意 YAYI 大模型为内核，提供 DIP 决策智能平台与决策机 Decitron。","","biz-research","商业研究","Business Research","https://www.wenge.com","https://topxai.cn/ai/wenge-ai","企业级AI / 决策智能 / 大模型","48479"
"zhiwei-data","知微数据","Zhiwei Data","知微数据是人工智能大数据情报服务商，提供舆情与声誉风险管理、竞争情报与市场洞察、宏观政策研究与海外舆情风险监测，服务头部品牌与机构。","AI big-data intelligence provider covering public opinion and reputation risk management, competitive intelligence and market insight, macro policy research and overseas sentiment risk monitoring.","biz-research","商业研究","Business Research","https://www.zhiweidata.com/","https://topxai.cn/ai/zhiwei-data","舆情监测 / 竞争情报 / 声誉管理","81540"
"zoominfo","ZoomInfo","ZoomInfo","面向 B2B 营收团队的 GTM 情报平台，官方称服务 3.5 万+ 企业，提供企业与联系人数据、购买意向信号、网站访客识别、Copilot AI 代理及 CRM 数据治理。","GTM intelligence platform for B2B revenue teams, used by 35k+ companies, with company and contact data, buying intent signals, website visitor identification, Copilot AI agents and CRM data governance.","biz-research","商业研究","Business Research","https://www.zoominfo.com/","https://topxai.cn/ai/zoominfo","B2B数据 / 销售线索 / 企业画像","7883691"
"agi","通往 AGI 之路","WaytoAGI","国内规模较大的 AI 知识库与工具导航社区，按文本、图像、视频、音频、效率等类别整理上千个工具，覆盖智能体、提示词、活动与硬件，内容由飞书知识库承载。","One of China's largest AI knowledge bases and tool directories, organising well over a thousand tools by text, image, video, audio and productivity, and covering agents, prompts, events and hardware.","edu-translate","学习辅助与翻译","Learning & Translation","https://waytoagi.com/","https://topxai.cn/ai/agi","学习 / 教程 / 社区","131090"
"ai-studio","飞桨 AI Studio","PaddlePaddle AI Studio","百度飞桨旗下面向 AI 学习者的学习与实训社区，集成免费课程、云端 GPU 算力、经典数据集与样例项目，支持文心一言大模型开发、一键部署与算法竞赛。","Baidu PaddlePaddle's learning and practice community for AI students, combining free courses, cloud GPU compute, classic datasets and sample projects with ERNIE model development, one-click deployment and algorithm competitions.","edu-translate","学习辅助与翻译","Learning & Translation","https://aistudio.baidu.com/","https://topxai.cn/ai/ai-studio","学习 / 飞桨 / 实训","286750"
